label,text
pos,what is singtel code can you explain me
neg,DOING TICKETING SERVICEONLY RM100 PER TIX SERVICE CHARGEpictwittercomWIO8Wy3PWV
pos,Yes Stay tuned for more updates
pos,singtel priority this saturday and that time i will be at ipoh alah cant see the crowd
pos,Yayyy  
pos,Someone please i want to go to concert And i need a ticket in blue section Anyone help me   This is my first time so idk how to book the ticket
pos,hi will there be merch sales on that day
neg,Omg it is a dream come true
neg,yeah i plan to travel to SG cuz my uncle lives in there  i heard that ticketing is so difficult and im worried that i wont be able to go to the concet
pos,The price 
pos,I am using singtel Im good with any tickets but no standing Hehe
pos,i dont have passport 
pos,if any of my sg oomfs need a singtel code just dm me i have an extra 
pos,Finally cant wait omg
pos,SingTel I mean LOL
neg,Do look at my pinned tweet for preorders for lightstick hoodies  More designs are availablepictwittercomOhoew8gU5f
pos,HELP RT TICKETING SERVICE EXO PLANET 5 EXplOration in SingaporeService Fee  S35Physical ticketsLimited slotSG or Indonesia bank accountEXOinSG EXOPLANET5 EXOplOrationINSG EXOL
pos,ITS a YES The lightsticks will be SYNC 
pos,huuuuu iyaaaa 298 yaa
pos,As long as you get the code that only will be send to singtel users During the purchase you will only need the code to enter the site So it doesnt matter if you are singtel user to purchase the ticket 
pos,oh no so u are planning to travel here 
pos,FOR SINGTEL ISSIT
pos,OMGGGG FINALLYYYY
pos,Hello Please bring in the lightstick technology so we can sync them 
pos,what about the wyth app are there any ways to control the fanlights
pos,u need a singtel number to get the code then key in the code during priority sales
neg,Theres a typo in your restricted seats prices
pos,hello @OneProductionSG  will we be able to sync our lightsticks for EXplOrationinSG 
pos,SG EXOLsTicketing details are out get your tickets on 25 Aug and for Singtel users some good news for you Youre able to get your tickets earlier on 24 Aug with the Priority Sales for more information head over to @OneProductionSG and @Singtel
neg,im a singtel user any exol that wants the presale code when it releases pls dm me free btw EXplOrationinSG
pos,for everyone saying the singtel site for exo is down its completely normal they usually only go online on the scheduled date and time itself
neg,@ikaaaaaa 
pos,maaf mau nanya SGD 50tixkalau uang indonesianya berapah y
neg,the singtel thing is it only singtel account holder can purchase tix for themselves or can purchase for others
pos,Siapa ada singtel I need ur help
pos,noo im from MYANMAR 
pos,AND I AM A SINGTEL USER CHEFS KISS
neg,RT @RethinkIoT Is Standalone 5G ready to deploy Singapore MNOs say noautomotive smartutilities AI IIoT digitaltransformation IoT IoTnews wifi renewables 5G @ATT @cmcchk @Singtel @StarHub @GSMA @IMDAsgpictwittercomMeXGHUoUZb
pos,oh dear  u live in malaysia 
pos,FINAFREAKINGLY
pos,Omg Yeshhhh@weareoneEXO
pos,lmao singtel site for exo is down zzz
neg,Haruskah aku khilaf 
pos,singtel priority online or general offline 
pos,Ya allah 
neg,are u a singtel priority hahaha
neg,im international fan TT im not living in SG 
pos,any singpost will be available right 
pos,u have to go to any of the singpost to queue for tickets 
pos,this one not funny sia im so broke
pos,Ka nih detail nya @loeychikenpinky
pos,Iya kyaknya member singtel gtu teh
pos,wah thank u so much D
pos,Hi Im eligible for singtel presale so if you would like me to purchase tickets for you do dm me There will be a commission fee of 8 but Ill be queueing online  EXplOrationINSGpictwittercomcz3MrOu954
pos,yes i want to buy singtel and queie offline at 24 do you know when will people usually start the offline queue is it 2 days before or dd i want to go there 
pos,Which website are we going to get the tickets
neg,EXplOrationinSingapore EXplOrationinSGSingtel Priority Sales ticketing available  
pos,thank youu
neg,Will go fot singtel priority
pos,U can just show them that u r using Singtel Like show carrier logo at the top of the phone or ur last month phone bill
pos,eh actually right last year i tried online ticketing for both singtel priority and public sales and i managed to get first row for the public sales didnt buy that ticket tho bc i alrd bought from singtel priority which wasnt as good as the 1st row ticket so yeah
pos,Tapi tgl 24 nya singtel presale sihh generalnya mah 25Udah pasti sold dluan anjirrr kalo gaikut presale Gatau euy teh @renirizkyr nya jadwal sept udah keluar 
pos,What about international fans that obvs do not use singtel
neg,U mean physically go queue at the singpost Can i nv buy physically before so im not sure how it works at the singpost but i think they already have the codes u just need to show them u are a singtel user
pos,can you pls tell me how can i buy concert ticket with good que number this is my first time going to the EXO concert and can you guys give me any recommendation
pos,Okay thanks I guess i just have to test my luck on the gen sales 
pos,  4G  4G sim2fly singtel
neg,Our fingers went too fast as we are anxious to announce the information to all EXOL pls accept our apologies Singtel Priority sale 24 Aug 1000h  2359hGeneral sale 25 Aug 1200h onwards via Sports Hub Tix all channels
pos,Omg omg 
pos,This is the only good thing that comes out as being a Singtel user You get priority sales 
pos,Deloitte and DBS Win Top Prizes in Finals of Singtels PVP CorporateLeague pictwittercomO10TnELGOQ
pos,Ah I see I hope they drop details on kl soon and Idk since I dont use singtel Id settle with whatever thats left for me 
neg,what if i buy singtel at there can I use singtel priority sale
pos,Please Vote
pos,24 or 25  For general purchase
pos,lol singtel priority is 10am means i have to wake up at 7am to do virtual queue sia fk
pos,Check out the proposed dresscode for EXPLORATION IN SINGAPORE here Were still waiting for approval for the gifts wed like to send to EXO as well
pos,Singtel   true 
pos,when is offline ticket sales
pos,Apaan ini ber
pos, Singtel  sm true 555555555
pos,EXO To Come Back to Singapore With 5th World Tour EXplOration general ticketing starts 25 August Singtel exclusive presale starts 24 AugustEXO  EXplOrationinSG EXOinSG @
neg,It depends for some concerts some people got better seats in gen sales compared to those who got it during presales
neg,Im panic 
pos,INA EXOL masih bisa nitip yaa ExplorationinSG 
pos,Thanks god I decided to change my carrier to Singtel Still rmb how I had to borrow my friends simcard lolEXplOrationinSG
pos,UGH FUKC IF ONLY I WAS STILL UNDER SINGTEL
neg,Were ready Internal panic
pos,Shld i change my telco to singtel But i love my data 
pos,Okay thanks Do i still have a chance for a good qn at gen sales 
neg,CRAP go for singtel priority or general ticketing sales
neg,SINGAPORE EXO PLANET 5  EXplOration in Singapore  15 Sept 2019 Sunday 4pm Singapore Indoor Stadium 298 278  248  198 178 on 25th August 2019 12pm via SingTel priority sales on 24th Aug 10am  1159pmexoinsgpictwittercombPD6Wpe2Rk
pos,Have fun eri 
pos,Ch i mua sim singtel kiu g th  
pos,IKR LMAO AND THEY SUCK BC THEY DID A TYPO AND HAD TO POST AGAIN
pos,i slap singtel sia nbcb i pay so many years they want come bs me
pos,Our apologies for the typo it shld be 24 Aug for Singtel priority sale and 25 Aug for general sale Pls refer to the latest tweet
neg,bxth whats with the tight scheduling 
pos,Oh theyve changed the date for the Singtel sale
neg,Its for singtel user
pos,what time will singtel priority sale start
neg,Most likely cant unless u have a Singtel phone number
neg,So is it 23 or 24 for Singtel priority sale Its stated 24th in Singtel 
pos,INFO 190819  EXO PLANET5  EXpration in Singapore 15 sept 16hSGT  10hParisSingtel Priority Sale 248 10h23h59SGTGeneral Sale 258 12hSGT Crdit  One Production  @weareoneEXOpictwittercomfz25uSe93s
pos,@sooftserves Yorts new mention 
pos,frick exploration gt singtel priority sale 
neg,lmao wtf oneprod realeased the dates for the exo tix sales wrongly singtel presales is 24th and general sales is 25th lah HAHAHAHA pictwittercomImmrQKRqCm
pos,@sehunshoulders
pos,should i go for singtel priority for general ticketing
neg,Finally EXO @weareoneEXO
pos,Wtf the prices
pos,23rd aug  singtel code release 10AM onwards 24th aug  singtel priority sales 10am25th aug  general public sales 12pm EXplOrationInSG
neg,Thanks god Ticket sales on Sat and Sun 
pos,Wtf I just bought tickets for other concert and now you release 
neg,EXplOrationINSG WE ARE ONE EXOLs the long Wait is over Important dates for ticketingSingtel Presale 24 August 2019 10am  1159pmGeneral Sales 25 August 2019 12pm via Sports Hub Tix ticketing channelsEXOinSG Brought to you by @OneProductionSGpictwittercomvasBMJxR5U
pos,AAAAAAAH
neg,Guys its 24 Aug for singtel priority they made a mistake and they changed alr Dont miss out yaaa  EXplOrationINSG
neg,GAGO BAT SINGTEL HAHAHAHA STARHUB AKO EH 
neg,Singtel th 1 ng mua my v nh
neg,Section apa ka
pos,278 restricted view u might as well rob me la
pos,i have singtel home line am i still singtel customer  omg confusing la the faq not helping also
neg,wlao u cheat my feelings i not free on sunday 
pos,walao  why you change 
pos,Yes hahah
pos,singtel priority saled is on 24 aug on the website pictwittercomDKFxRyosjd
neg,International fans cant use singtel priority sale 
neg,HELP RTOPEN TICKETING SERVICE for Exploration in Singapore  Ill be queuing offline in Singapore 2days earlier  Fee SGD 50tixBuy 2 tickets fee will be SGD 40tixDM if youre interested EXOinSG EXplOrationINSG EXOplOration EXOPLANET5 EXO
pos,Heh @ssabrinazfr
neg,@exoelvis
pos, EXOL EXplOrationINSG ticketing details RELEASED Singtel Priority sale 24 Aug more info @Singtel General sale 25 Aug 1200h onwards via Sports Hub Tix all channelsMore info Kindly take note of the show time change to 4PMEXOinSGpictwittercomiNRmdVC6CC
pos,23 is for singtel priority 24 is general hhhhh same as prev year also like that
pos,wait the website states that singtel presales is on 24th but the tweet says 23rd so which is the truth LOL onep cant even do such simple things well
pos,klo dijadiin uang indo brp tuh harga tiket
neg,@Singtel EXO tickets Uwu
neg,@jonginstns
pos,You using singtel Hahaha
pos,one pro say singtel priority 23 aug but singtel say 24 aug nani
pos,Hi on the website it stated that priority sales is on 24 Aug just want to make sure is priority sales on 23 or 24 Aug
pos,Now im in dilemma standing or seating  btw singtel first can buy Dayah use singtel Haa
neg, m singtel em cn hn hong TvT
neg,The details on the website are different
neg,Please dm me if you are selling singtel priority code Thank you EXplOrationinSG exo
pos,singtel too 
pos,WHY
neg,priority sales start on saturday 24th aug please fix your post its misleading
neg,the information on your website is different though singtel priority 24 Aug and general 25 Aug
pos,I Cant wait @weareoneEXO @BhundredHyun @layzhangpictwittercomBFi93S0hag
neg,singtel priority im not even a singtel user 
neg,why does the sportshub website state different ticketing dates pictwittercomDZ3Bx2ljs1
neg,The date u out here is different from the form Which is the correct one
pos,Yesssss
pos,so international fans cant use singtel priority sales 
pos,Why does it say 23rd 24th in the tweet but 24th 25th on the website
neg,Why Friday for priority sales 
pos,ayyy singtel ka
pos,THANK GOD EXAMS END ON THURS EH LOVE YOU ONEPD MUAKS MUAKS SINGTEL ALSO HUAT HUAT
pos,aiyaaaa why is singtel sale on a friday
pos,kinda want to buy from someone from singtel priority
pos,Please check out my ticket holder
pos,@sooftserves yoo
neg,Holy shiet the price 
pos,damn ex sia omg
neg,JFC IVE BEEN WAITING
pos,hello is anyone a singtel customer ahsgsjskss
pos,fK my paper friggin ends at 12 hello and im not a singtel person 1
pos,WTF THE SINGTEL PRE SALE FKING ON FRI
pos,         
pos,why do onepro always like having singtel presales on a friday LMAO
pos,Coooooooy @rimakartkaputri
neg,CRIES
pos,Will merch list be out soon
pos,Wow SingTel shld I try the ticketing even though Im not going
pos,For erina and all pther exol 
pos,yooo wtf thats like 3 days from now 
pos,so expensive 
pos,@ranyandari teee seat plan singapore
pos,FUCKFUCKDUCKDUCKF
pos,Thank you Yes finally
pos,THANK YOU ILY
pos,THANK YOUUUUU
pos,YES LA SINGTEL AGAIN AMAZING MUAKS LOVE YOU @Singtel
pos,AAAAAAAAAAAAAAA
pos,HOLy SSHIT THE PRICES
pos,@maomaochoong
pos,THANK YOU SO MUCH 
pos,FINALLY BUT THANK YOU
pos,@janellenggggg
pos,FINALLY THANKS
neg,EVENT EXO PLANET 5  EXplOration  in SINGAPORE Tickets 298  278  248  198  178 Tickets go on sale 24 Aug 12pm via Sporthubtix Singtel presales begin on 23 Aug 10amEXplOrationINSG EXOinSG EXO  @
pos,Deloitte and DBS Win Top Prizes in Finals of Singtels PVP CorporateLeague 
pos,Trending SGX News  Singtel to receive boost as contributions from associates recover analyst   
pos,Is Standalone 5G ready to deploy Singapore MNOs say noautomotive smartutilities AI IIoT digitaltransformation IoT IoTnews wifi renewables 5G @ATT @cmcchk @Singtel @StarHub @GSMA @IMDAsgpictwittercomFVpoMksDnd
neg,Yakannnn hahahaha bisa jadi sik Waktu itu aku nanya pas lg ngumpul rame2 mo makan pizza  kl ada priority singtel bisa ajasi tp biasa kalau dah dp kalau gajadi itu dp kita hangus  coy 500k 
pos,   AIS  Singtel TruemoveH  ChinaTelecomdtac 55555555555555555555555555555555555
pos,Replied u on DM Thank you
neg,Calls to temporarily suspend Singtel mobile plan for exchangeLady operator  Have a safe trip sirMe Thank you you tooKSJDJS
pos,No Theres no service agreement or installation details mentioned
neg,Hi Able to share your concerns with us
pos, @Radrappys Amphibia will planned to air on Disney Channel SE Asia except Hong Kong on September 9th at 2 PM 1 PM JKTTHAI Mark your calendar for it @StarHub @Singtel 
pos,Am I missing something @Singtel  Why contractNote 10  Singtel 2yr contract Cmb2 2GB  200m 101824x4290m  S20476 for 2yrs Cmb3 3GB  unlmtd S23516 Cmb6 6GB  unlmtd S27696Note 10 direct  Singtel sim only plan 15GB  150m  S2078
neg,I already exceeded my Combo bundled data volume Please help to get Broadband installed at the earliest Thank you 
neg,No I didnt get any appointment schedule Just a mail of order confirmation Tried reaching sales team via Cust Care many times but everytime it says  High Volume  for half an hour and I give uppictwittercomKmKah9h352
pos,Hi Could I clarify if youve been advised during the point of your signup that a NetLink Trust  Singtel Installation appointment have both been scheduled for you
pos,Singtel to receive boost as contributions from associates recover analyst  singapore business italypictwittercomOUXindvXde
neg,Step up challenge is a gimmick Even after redemmed 2gb of data that should be added with current month cycle is not done as promised
pos,@Singtel Step up challenge is a gimmick Even after redemmed 2gb of data that should be added with current month cycle is not done as promised
pos,New blog post Complete List of SingTel PostPaid Plans 2019 
neg,It feel wonderful not to turn on @Singtels expensive data roaming Local SIM and wifi wins all the time
neg,fuck singtel wifi brujh
pos,Singtel Optus2020Q1 
neg,Reno ZSingtelReno pictwittercomXjqMn6sWMo
pos,To do a sequential reboot turn off the modem first followed by the ONT with at least a minute interval Then turn on the ONT first followed by the modem with the same interval This will help sync and refresh the connection between devices
pos,How do I reboot Just on and off ah
neg,Singtel2020Q1 
neg,thats what i thought too but also i have this feeling that were damn close to facial recognition software after all singtel is alr  developing it for the govt
neg,Singtel aqKIANOFirstMallShow
pos,Wala sa nabanggit Singtel gamit koKIANOFirstMallShow@kiatakahashi @ABSCBN
pos,Hi sorry to hear that Can share are you connected to 24Ghz or 5Ghz WiFi bandwidth when you experienced the slow connection A sequential reboot of both the modem and ONT can help as well
neg,Im having super slow browsing speed
neg,Hey @PayPal Your request on messages to reply YN for a login doesnt get delivered when your reply address is PayPal fail Singtel
pos,SingtelDBSDBS
neg,oh my Singtel WiFi is back
neg,suck cock la singtel
neg,Cb this singtel step up give me 1GB for my NEXT billing cycle I need it NOW rah
neg,Amazing stuff It looks like something straight out of AI I use Procreate but I havent been able to recreate results like this  Thanks for sharingAlso hope you are doing well at Singtel
neg,wtf singtel wifi is pure shit i have been using data for the past few hours
neg,Any good wifi to recommend If its singtel then dont bother cause clearly their wifi is shit Currently using singtel for wifi and apparently my data is faster Wth get in your game @SingtelSupport
pos,@narendramodi its so hilarious that Indias most corrupt TSP airtel can provide benefits like lounge access consumer brands discounts BUT cannot provide proper network and so called 4G data speed Isnt airtel a day light  robbers Why we just blame politicia
neg,Yup I did Anyway Singtel spoil my day Two deductions of 2898 eaclh was deducted from my dash a ccount It was to pay the outstanding Bill 1 day s nce it happened And unstable network make it deduct 2 times or wrong amount Already call email etc bute till now not solved pictwittercom6hQP5S495G
pos,@SandhyaPanchal Singtel no bhav vadhta @SandhyaPanchal madam nu budget khorvau pictwittercomc4ibBloODf
pos,Hi we are sorry to see your tweet here Is this on mobile or home WiFi connection Pls try to reboot your device or the modem to refresh It can help improve the connection
pos,Memang la roaming Aku tanya roaming tu aku pilih starhub atau singtel yang better Tu aku nak tau
neg,Singtel Try to take mobile swop Its only 9 per month So pape jadi tuka Its cheaper than to repair or warranty
neg,HI is something wrong We are here to help
pos,Ohh Is that starhub or singtel TV or something
pos, @Singtel
neg,you are srsly fking shit @Singtel
neg,eh srsly fuck u la @Singtel
pos,Hi Im going to Singapore this September And Im using my Digi number for roaming Which sp is better for me to switch for roaming Singtel or Starhub Thanks
pos,Singapores Esports Scene Shifts Into Top Gear At Singtels Regional PVP Corporate League  Geek Culture 
neg,Singtel Ericsson and Singapore Polytechnic open 5G Garage  Newspictwittercomr96RjhTubl
neg,Hi Sahgiel my Multiline discount was reversed for 19 Jul13 Aug then added back for 213 Aug It has been a similar situation at least 3 times previously all without any plan changes So it seems the system managing this keeps having issues which havent been fully resolved
pos,Buti nalang SINGTEL ako hehehe KARJON MEGxInsideShowbizKARJON MEGxInsideShowbiz @MsKarinaB @AljonMendoza
neg,AHHHHHHHhhHhHhHhHhHhHHHh offlineday
neg,Done paying singtel phew 90 gone 
pos,@SingtelSupport I am facing a billing issue every few months where Singtels system keeps messing up my mobile line discount from Multiline Nomination Ive managed to get the excess charges reversed but its clear the underlying system issues arent resolved 
neg,cb punye singtel 
pos,Singtel to raise holding in Bharti Telecom beyond 50 @PMOIndia @narendramodi  ur idea of 1 country 1 Telco will also come true only Jio to survive due to ur biased policies @rsprasad congratulations for further ruining industry
pos,Sorry to hear that Do register your mobile number as soon as possible on the link shared by my colleague yah
pos,RIGHT I need a good promo ppl keep telling me to change to singtel but I am like StarHub so far
pos,How the hell am I supposed to go in and check The owner of the broadband is not aroundpictwittercomG7CfcBuxfJ
neg,Hi can try the Connectivity Test via My Singtel app to determine the root cause Select your Fibre Broadband service first then do the test It will offer some steps as well on how to troubleshoot the connection Update us here
neg,The Singtel Unboxed unmanned popup store featuring perhaps the worlds first useful retail robot because it was controlled by an actual human pictwittercom6P8pBFZ3XC
pos,aku cadang nak pakai singtel roaming sampai mati
neg,Hello
pos,ONT and LAN are green PON is not I have run through the cable multiple times
neg,Singtel 1Q20 Result Shows Tough Trends but Guidance Retained Needs a 2H STSP Singapore TelecommunicationServices bottomup 
pos,Recap Singtels share in Bharti Telecom to go beyond 50 foreign investment in Airtel to increase to 85 
pos,Yes I am still having trouble After multiple resets from the troubleshoot guide on your website Its still on going
pos,Singtel Temp Staff Singapore S00 Singapore 
pos,Hi there you may have exceeded more than 1GB or if you are on our XO plan excess local data usage is charged at 18 for every 18GB block
pos,SingtelStarHubStarHubDataTravel Asia Pac 3GS20160030SNSWiFi5000SIMOK pictwittercomJoicCXIxHP
pos,Glad to hear that Cheers
neg,All good this morning
neg,Hi @SingtelSupport @Singtel may i kindly understand how exceeding data charges are calculated I understand that it is charged by 1070GB but in my bill it is 20  thank you
neg,Hi can confirm if the Singtel TV sound is ok already or still having problem We are here to help
neg,GE PMO Automation and Dashboard Singapore Telecommunications Limited Singtel  Singapore  Singtel is Asias leading communications technology group providing a portfolio of services from nextgeneration   For More Jobs  Please Go2 Our Page
pos,A complete and utter scam Friggin Singtel
pos,Do not use Singtel Dash They will dash away with your moneyI put in 100 bucks inside cause school food is going to have a 50 cent discount per transaction by DashTried using it a few times all of the stall owners say they dont use it even though the code was there
neg,Yes did those 2 steps already as well Problem persisted
pos,Restarted both sound has returned Thanks for your help
pos,Singteldocomo pictwittercomp95uZ4hueG
neg,LaLiga on Singtel noice
pos,UGHH SINGTEL WIFI SO BAD
neg,AIS Singtel expand Via crossborder mpayments platform to JapanTS High Court launches app for efiling
neg,ak singtel tau gk singtel ha 
neg,ah fak my singtel simcard just gone fak fak fakk
pos,Hi its on all channels
neg,Singtel Ericsson and Singapore Polytechnic open 5G Garage  Newspictwittercom8Qbr4R0tYL
neg,Just because I havent recontract my fibre broadband Singtel purposely giving shit to my home internet
pos,Game on Minister for Communications and Information S Iswaran our GCEO Chua Sock Koong and our CEO International Arthur Lang together with our PVP ambassadors @XianMSG @RSGResurgence @teamasteriskesports PVPambassador gaming Singtel pvpesports dota2 @SingaporeMCIpictwittercomYMnFQkUkX5
pos,M1Singtelstarhub
pos,Is it me or singtel fibre broadband decides to screw up again
pos,Not able to track your salesperson code in your system or you have no access to the system If its the latter you cant help me If you really can help DM me and get my number
neg,Malifax Singtel Patrick Chan Siang Nghee DKSH Billy@synthespian @StarHub
neg,4 singtel 
pos,Singtel725
neg,Ask salesperson code CP691915 to pick up her phone
neg,No leh Im on singtel not unlimited hahaha Why leh
neg,Where did my Singtel WiFi disappear to
pos,We are live at the DOTA2 finals of the Singapore leg of Singtels PVP Corporate League Who will emerge victorious Glhf to @PwCSingapore and @DeloitteSG pvpesports dota2 gaming esportspictwittercomy5WgmNxWDN
neg,Banyak film seru di CATCHPLAY loKamu bisa nonton 10film GRATIS perbulannya dari kategori Free Watch dengan keanggotaan Movie Fans GRATIS Yuk di cobain nonton di CATCHPLAY yuk Jika kamu ada kendala dalam menggunakan CATCHPLAY silahkan kirim email ke indonesia@catchplaycom
neg,RT GSMA Mobile operators including Maxis Singtel and StarHub are delivering IoT services beyond connectivity including AI Blockchain BigData and EdgeComputing Read more pictwittercom6iLo2TuJbG
pos,Mobile operators including @Maxis @Singtel and @StarHub are delivering IoT services beyond connectivity including AI Blockchain BigData and EdgeComputing Read more pictwittercomJTbe7ypvNI
neg,Bang testnya ke singtel Singapura dong biar berasa speed yang kita pake sebenernyaKarena kan kalo lokal sesama indo ya pasti kenceng
neg,if you mean my login details the email address i use is leeadamson@maccom
neg,Faced it so many times already football is the only reason Im with them 
neg,what details
pos,Touch I faced the same problem too Its so annoying 
neg,Your 1688 number is shit It takes forever to wade through the voice prompts which almost always leads to the Singtel Visual Menuwhich is even more shit @SingtelSupport
neg,the error is with the website I simply cannot log in this is the error in the browser consolepictwittercomEoAtHdugKA
neg,Hi yes i already have a cast account as I used it for the free weekend last week
pos,@SanjayDhotreMP kindly intervene its been more than 2 years of harrassment by @AirtelPresence @airtelindia @SecretaryDoT@
neg,@Singtel trying to sign up to singtel cast for the sports package but website doesnt log me in i can log to the app ok but i cannot purchase packages from the app 
pos,that was me with singtel too hahaha change service to circles manz
pos,I tried and didnt work either
neg,Global Messaging Security Market Size Estimation 2019 by Top Leading Players  Barracuda Networks Cisco Systems FSecure McAfee Microsoft Proofpoint Singtel Sophos Symantec Trend MicroIncorporated 
neg,@SecretaryDoT @DoTIndia No response from @AirtelPresence @airtelindia @sunilbmittal theyre not at all willing to take this up@SanjayDhotreMP@OfficeOfRSP@TRAI@rssharma3@anishgaur7
neg,It gives us immense pleasure to announce Singtel Innov8 and NUS Enterprise as our new institutional investors in the company Its an important milestone for the company and further validates the product and business viability
pos,XiaomiSingtelXiaomi pictwittercom1lCTX52W4k
neg,Kiasi me went for the latter SIM Only Starter Pack Free Incoming Calls 3GB Local Data Singtel WiFi 12 mth that comes with 350 mins free talktime  extra 102 GB 
neg,399 here iirc the last promo they hadBut I did get the 99c for 3 months when I signed up for the premium a couple years back with Singtel Ut since I switched providers Im back to the free account
neg,SERIOUSLY SINGTEL WIFI DOWN NOW
neg,The Singtel staff just replied to my chat At 135 am
pos,@telkomKenya @DishTVIndia @RNTata2000 nation req u not 2 do any business deal with Indias most corrupt TSP Airtel @VittalGopal @sunilbmittal Who exist just 2 ROB indians hard earned money As a result royally defeated by @reliancejio @
neg,We must expose this corrupt TSP airtel in whole over world World shld knw how theyve build their business empire on peoples hard earned blood money We must terminate their Goa licence @Singtel @airtelrw @AirtelNigeria @ConnectCOAI @NavhindTimes @TOIGoaNews @MyGoa @goacm
neg,Assistant Store Manager  Kawana Singtel  Kawana QLD  Kawana Australia Company Singtel Assistant Store Manager At Optus we dont sit back and let the future happen to us  were out there making it Were   For More Jobs  Please Go2 Our Page
neg,the singtel mobile customer that youve reached is not available please try again later
pos,Aku ga sanggup kl ikut tour ehiks lagian deket juga ngapain tour wakakakakak Rencananya mau pake priority singtel tp masih was2  malay stage nya taun lalu dekettt kalau yg di sisi knan kiri panggung yaa Tp kalau malay dr sini mahal di ongkir karna dia di KL kan ehiksss
pos,singtel wifi is really screwed man im done for real
neg,Ako yanhahahah Singtel gamit ko ehhahahha joke lng@chalkdotphLOUDRE ForChalkPH
pos,The SingTel Mobile Customer You Have Reached is Currently Unavailable Please Try Again Later
pos,Yes we do Every Wednesday evening at Singtel Recreation Club
pos,Omg singtel line ke Patut ke i pergi sg semata mata beli simcard singtel untuk dapat 1 day earlier ajshshsh weh u pergi tak sg
neg,AIS Singtel expand Via crossborder mpayments platform to Japan  Roaming pictwittercomGVNbsv6OyY
pos,haah ada kadang  singtel punya prioritise one day earlier 
neg,Thanks again
pos,SGXSGXSingtel23DBSSingtel
pos,bwahaha Or nah the Singtel multi billion baht sale was made by my driver not me  
pos,Telkomsel rasa singtel berani ngasih angka brp ya Hhhehe 
pos,@dbscare my digibank acc is in indonesia i have no problems using it in ATM in SG but whenever i tried to pay online with the VISA they said its blocked First when i was going to top up grab and now singtel Please help me resolve this problem Thanks pictw
neg,Do you know how malaysian exol can purchase exploration in spore ticket And its usually offline sales first ri  Yup Theres singtel priority then offline sales  online sales For malaysians try online I got it right away 
pos,SingtelPVP pictwittercomJedRcUD2hh
neg,Thats great
neg,Sim2FlySingtel
pos,singtel gtg they made a mistake in my data plan said i only have 3GB so i used til 28GB they say i use 90 so i controlled my data frm thn for 1w who knws i used til 31 i was lik eh no msg say overshot i went to chk agn i own 15gb lol trolled
pos,Glad to hear that Im sure he can offer an explanation after he is done troubleshooting it Keep us in the loop of the outcome here
pos,Why does the set top box just stop working randomly IPTV light went red as soon as I switched to channel 110 for the Super Cup and just didnt work after And this isnt the first time It keeps happening
pos,We are sorry to hear of this Are you currently experiencing this with your internet connection right now We are to help troubleshoot
pos,Hi there is there anything we can help We are here to assist or you can also Message Us via My Singtel app
pos,Hi we are saddened by your experience  We are continuously on the lookout for more contents and to better our Singtel TV service We will definitely share this with the team to consider Thanks for sharing
pos,Hi Well check on the schedule and availabilty Can please DM me your Order ID full name and contact number
neg,Youre welcome Glad we could help
pos,there was 50 rebate for last month using Singtel Dash Thats why I started using lol
neg,@digibank morning my digibank acc is in indonesia i have no problems using it in ATM in SG but whenever i tried to pay online with the VISA they said its blocked First when i was going to top up grab and now singtel Please help me resolve this problem Tha
neg,@Singtel Yet again your ancient TV technology spoils an occasion  no 1080p broadcast  no 4K broadcast  limited 51 surround sound dumb software that cant adjust recording time for live sports go over schedule Missed Super Cup result High prices Low standar
pos,JSQUARED 5 off 40 Min Spend at ezbuy Singtel Dash 
neg,Hai Kapamilya watch indosiar available in 250 counters on @Mylivenettv @Zee5apac @Tvpato2 @mivoindonesia @UseeTVcom @oonatvid @oonatvph @oonatvvn @oonatvus @vidio @starhub @singtel @TVBanywhere @Hooqid @CATCHPLAYID @Iflixid @Nowtv  other OTT  IPTV Worldwide
pos,Singtel wifi really something else Atrocious
neg,Singtel just decided to fuck me over and the set top box is just useless suddenly at 3am so I cant watch Super cup on my tv Im quite ill so I dont feel like watching it on stream so I might just sleep
pos,Singtel  but not SoftBank  may shake up Airtel ownership  telecom telecomoperators telecommunicationservices 
pos,@Singtel this is not the time for your stupid service the mess around
neg,Singtel TwitterTwitter
neg, So I got 2nd in todays SAMURAISHODOWN  VersusAsia Singtel weeklies but Ill take what I can get GGs to @fubarduck @Ash3r96 and @SnowDropX7  The looseraggressive approach works but make sure to dial it backOmg punishes were whacky today
neg,Thanks for the clarification as it was not listed on the main sales page
pos,No worries  This promotion is only available for postpaid numbers from other service providers Prepaid services can only be ported in to a Singtel prepaid service before converting it to a postpaid line
pos,Istg im dead fucking dead first handphone jatuh now bill singtel and skrg kene bayar termination fee singtel kalau murah tk per kimakk sot sia Asal lepas satu satu  Fuck argh
neg,Dear Singtel Id like to watch actual advertisement instead of you promoting other channels or your sports channel Pls lah come on
neg,Sorry for missing out on your tweet Im afraid if the SMS was not received while youre in Malaysia this would be dependent on the overseas network operators infrastructure within your location However just to confirm this was received upon reaching Singapore
neg,Just wondering if other service provider prepaid number is acceptable or is this offer only for existing postpaid numbers
neg,Thanks for the clarification and quick response appreciate it
neg,Singtel is giving us 100 voucher off the Watch 4 But yet they are selling 100 more expensive than apple store Isnt it back to original price after apply the discount They are not sincere in rewarding existing customers
