,text,target,target_new
9715,The Straits Times Singtel CEO takes big pay cut as telco confirms plans to unlock value from lossmaking digital businessesvia @GoogleNews,-0.7,0
9716,its only for singtel priority which is over you wont get any discount ,-0.5,0
9717,We can get discount with Promo code Or it just for singtel priority,0.4,1
9718,wtf @Singtel REIMBURSE ME  I had like 70 left brO and wth how can you send an apology message 6 DAYS AFTER the fake message wtffff pictwittercomCw7Bvjshh7,-0.9,0
9719,Singtel CEO Chua Sock Koongs pay halved after telcos digital businesses made losses  SingaporepictwittercomN43X9Tx7zR,-0.4,0
9720,Damn fking pissed at Singtel cb,-0.9,0
9721,IAM Platform Curated TweetTopInfluenceSingtel acknowledges loss from digital marketing units aims to unlock value  Marketing Interactive  ,0.2,1
9722,Head over to N5 in MWC19 Shanghai to check out @Singtels demonstration of their IoT capabilities next rounds at 1pm GSMAInnovationCity BridgeEcosystempictwittercomxPp4baKjkU,-0.2,0
9723, @Singtel acknowledges loss from digitalmarketing units aims to unlock value,-0.4,0
9724,Aww I need a singtel user to buy for me as well if I receive my claim before that period ,-0.1,0
9725,Im not and I might not be buying it myself as Ill have a meeting at the ticketing time So Im buggingbribing a Singtel user to help me  ,-0.3,0
9726,The @Singtel Group Sustainability Report 2019 is the companys fifth Group report which covers the Environmental Social and Governance ESG and sustainability of its operations in Singapore and Australia  via @,0,1
9727,Are u singtel user  can u buy 2tic ,0,1
9728,Yes im using that site I am an existing broadband customer It asks for broadband @singnet email address and password which I do not have Tell me what to do,-0.7,0
9729,Singtel Senior Test Manager Singapore S00 Singapore ,0,1
9730,@SingtelSupport having disaster with singtel  Auto subscribing to roaming plans readyroam or dataroam causing grief Roam in Malaysia  I Dont know whats going on Says will not hurt but for the life of me I dont know what I am getting hit with,-0.7,0
9731,Hi Im afraid were not broadcasting Copa America ,0.2,1
9732,Hi Could I clarify if you already have an existing Singtel service Also are you registering for a OnePass account via  Do let us know well be here to help ,0.3,1
9733,@SingtelSupport my wife has Singtel account just reset by singtel new email  phone same phone number After singtel cust service problems Now in Malaysia travelling singtel msgs said data roaming be turned on to validate number were using wifi Now rediculo,-0.8,0
9734,@Singtel @SingtelSupport any copa america coverage this year on your side,0,1
9735,Singtel CEO takes big pay cut as telco confirms plans to unlock value from lossmaking digital businesses pictwittercomIUSSSb19Or,-0.6,0
9736,Teleport Hosting Singtel teleports have line of sight access to more than 30 satellites ranging from orbital slots 36E to 180E covering Asia Middle East Oceania Eastern Europe and most parts of Africa  For more information email to smlead@singtelcom pictwittercom2uQkjoi1ut,0,1
9737,This morning Singtel Group Chief Digital Officer talks about why retail organizations need a strong presence online and offline omnichannel CXpictwittercomG5AL2vXji1,0.4,1
9738,This morning @Singtel Group Chief Digital Officer talks about why retail organizations need a strong presence online and offline omnichannel CXpictwittercomHo4thbsC9L,0.3,1
9739,@Singtel confirms plans to unlock value from lossmaking digital businesses ,0,1
9740,Boom Here is a telco player that understands its target demographic I dont need points to convert into movie tickets I need thisSingaporeMalaysiaIndonesiaStarHubSingtelM1,0.1,1
9741,hi  do you know how does the singtel priority sale thingy work do i just need a singtel phone number in orde  hellooo yea if its online theyll send a code to your phone then you can use the code to enter the website if i ,0.2,1
9742,Hello Do you know for NUEST CON in SG for the singtel presale and live nation presale are the tickets only ava  based off twice and nct i think can buy offline for singtel just need to show them your phone for them to verif ,0.3,1
9743,Indonesia nanti ikut di SingTel yang juga pemegang saham di Telkomsel Indosat juga bakal ikut Ooredoo,0,1
9744,Check out @Optus who are Aussie but are owned by Singaporean @Singtel so they may have AusSing compatible dongles,-0.1,0
9745,Am i the only one having problems with Singtel,0.6,1
9746,Maybe just to mess with Singtels ads ,-0.5,0
9747,singtel cutting off wifi for network upgrading means the discord call i was having is over and is thus my cue to sleep,-0.4,0
9748,Iya buat yang pake singtel aja kayanya KENAPA BEB MAU BUKA JASTIP ,0.4,1
9749,Itu singtel priority buat yg make singtel aja atau ada ketentuan lain,0.3,1
9750,Trending SGX News  Singtel launches digital selfregistration for prepaid customers Users can   ,0,1
9751,RT @thenextdev Dua startup digital berdampak sosial FishGO dan @diffagoid merupakan finalis The NextDev 2018 serta bagian dari The NextDev Academy 2019 siap untuk BikinKerenIndonesia di Singtel Future MakersAPACfuturemakers SDGS singtelfuturepictwittercomEn1Vo5Q5lS,0.1,1
9752,Internet Speed that SingTel promised when I upgraded the internet plan 1GBsActual internet speed since upgrade 13MBs,0.3,1
9753,why is singtel wifi so damn slow the fck whats going bruh,-0.9,0
9754,Singtel launches digital selfregistration for prepaid mobile customers @ZDNet identityverification eKYC ,-0.2,0
9755,@SingtelSupport my GF switched to Singtel on my recommendation after years on M1 and Circles only to get nickel and dimed on something that was not clearcut and an honest mistake So disappointing wondering if theres anything that can be done Thanks,-0.7,0
9756,My sister is not a Singtel user Sad ,-0.8,0
9757,The inconvenience is more to do with inability to reach out to SingTel Support service without extensive waiting period at times 2025 minutes easily,-0.5,0
9758,Du i Sing  i th t c sim singtel n ly code mua trc,0.6,1
9759,Heads up Seat plan and ticket details for SegnoTourInSG is now outMark your calendars for ticket sellingSingtel Presale 28 June 12PMLive Nation Presale 29 June 12PMGeneral Sales 30 June 12PMBrought to you by @OneProductionSG @livenationsgpictwittercomm5BgOr3drs,0.1,1
9760,SegnoTourInSG Look out Ticketing deets and fan benefits for NUESTS concert in SG are hereSingtel Presale 28 June 12PMLive Nation Presale 29 June 12PMGeneral Sales 30 June 12PMMore info Brought to you by @OneProductionSG@livenationsgpictwittercomGWzUJz35Kc,0.5,1
9761,Hi LOE loveKita membuka jasa titip tiket jastip untuk @NUESTNEWS Segno Tour di Singapore Ada Singtel PreSale Diurus sampai tiket fisikHarap segera hubungi kita via DM atau Line link di bio kalau berminatSegnoTourinSG SegnoTourSG NuestinSG SegnoinSGpictwittercomrgdtViabsj,0.1,1
9762,In the next three days I will be bugging my Singtel user at home and loading him lots of benefits,0,1
9763,Also RIP because Singtel priority is 28 but 28 my pay havent come in yet HOW,-0.4,0
9764,Pretty last min sia They just release the news but the tix sale is like this weekend while singtel priority is on this Friday Like wtf,-0.5,0
9765,Singtel Priority Sale would be on this Friday They just release the news just now like wtf sia Good thing i aint working now so im free to buy the tix online AYYY I FCKING CANT WAIT IM FINALLY SEEING MY BOYS  SegnoTourInSG,0.6,1
9766,SINGTEL I LOVE U,0.8,1
9767,singtel ticketing on friday i have work gdi ,0.2,1
9768,Time to switch my provider to singtel,0.1,1
9769,Singapore LOE Ticketing details for SegnoTourInSG are outSingtel Priority Sale 28 Jun  LN members presale 29 Jun  General Sales 30 June 1200h across all SPORTS HUB TIX ticketing channelspictwittercom1hlIIRYeCb,0,1
9770,IM NOT SINGTEL USER,-0.3,0
9771,Came back home after being away from SG for @ 4 weeks to find IPTV not getting power changed sockets no use Finally spoke to support and they asked me to take settop box power cable remote and get it replaced,-0.7,0
9772,NUEST IN SINGAPORE SEGNOSINGTEL PRESALEhelping to purchase tickets commission  Full Payment  bank transfer  paypal group order international fans Do check out my pinned tweet for experience NUESTinSG SEGNOinSGNUESTinSingapore NUESTpictwittercomzgPoLl43ba,0.2,1
9773,Singapore LOETicketing details for SegnoTourInSG is out Singtel priority sale 28 Jun   LN members presale 29 Jun   General Sales 30 Jun 1200h across all SPORTS HUB TIX ticketing channelspictwittercomeRZjQLzQMh,0,1
9774,@SingtelSupport hi singtel my landlord say the home internet filter was deactivated but I couldnt access playstation network with my ps4 and nintendo network with my nintendo switch please advice,-0.5,0
9775,Anyone having issues with their Singtel Wifi,0.3,1
9776,i know you work in singtel but dont have to go this far da ,0,1
9777,Singtel launches digital selfregistration for prepaid mobile customers  via @ZDNet  @campbellkwan,-0.1,0
9778,Singtel introduces digital selfregistration for prepaid customers  fintech mobile devops,-0.1,0
9779,Singtel launches digital selfregistration for prepaid mobile customers pictwittercomGjzdq1i3xl,-0.2,0
9780,Thankyou Singtel FutureNow centre for hosting CSIROs Data61 today  really interesting to learn about projects with Australian companies in the ,0.9,1
9781,SGXMarketUpdate Three Largest Telco Plays Average 9 Total Return in YTD In May19 Communication Services was the top net buy sector on SGX attracting insti inflows of S1358M Singtel was the top net buy stock  garnering insti inflow of S127M pictwittercomPLu0i4zTXj,-0.1,0
9782,Singtel launches digital selfregistration for prepaid mobilecustomers pictwittercomIbogYlUuFU,0,1
9783,Singtel prepaid customers can now register for their new SIM cards using the companys eKYC electronic Know Your Customer service ,0,1
9784,Singtel introduces digital selfregistration  for prepaid customers  by @Finextra,-0.1,0
9785,Company announcement Singtel introduces digital selfregistration  for pre  fintech,0,1
9786, Singtel first in Singapore to introduce digital selfregistration for prepaid customers,0,1
9787,Singtel launches digital selfregistration for prepaid mobile customers ,-0.2,0
9788,HAL LA SINGTEL Now need replace my router Nasib baik free  Your new router better be good ah,0.7,1
9789,Design in the Experience Economy with  Koert Breebaart @koertb VP Experience Management Engineering at @SAP ex @Singtel on 3rd July at @WeWorks office in SingaporeMessage us for the registration linkDesign Singapore HelloMeetspictwittercoma0sUBm9uBr,0,1
9790,@Singtel and China Literature inking Digital literature deal @salinafirm pictwittercomBlnVbMj8Cu,0,1
9791,Thanks for letting us know Well check on this further with the respective teams ,0.8,1
9792,wanna over react wifi not working nvr call me first straight inform my boss that one another gundu call singtel until he find out the switch is nt on now he sot w me and ham aku done tau,-0.7,0
9793,Singtel launches digital selfregistration for prepaid mobilecustomers ,0,1
9794,Singtel launches digital selfregistration for prepaid mobilecustomers pictwittercomPUjDMulrPs,0,1
9795,Just curiosity discovered that the 30 singtel hitourist prepaid simcard didnt include @ezlinksg function tho the 3 credit will reflect even if I bought correctly Only I can be impossible to buy a new SIM in ,0,1
9796,Singtel launches digital selfregistration for prepaid mobile customers ZDNet  Australia Business ,-0.1,0
9797,First screenshot with AP C808732279EC does not work but second AP C80872226CFC with same SSID works at different location same floorpictwittercomtCvhhRplZ1,-0.6,0
9798,Singtel launches digital selfregistration for prepaid mobile customers cloudsecurity ,-0.2,0
9799,Singtel launches digital selfregistration for prepaid mobile customers pictwittercom1slOSHgRl0,-0.2,0
9800,Singtel launches digital selfregistration for prepaid mobile customers  by @campbellkwan,-0.1,0
9801,Singtel first in Singapore to introduce digital selfregistration for prepaid customers  Singtel  Singtel ,0,1
9802,In Shanghai for MWC19 Check out whos exhibiting from the Bridge Alliance network in the snapshot belowBridgeEcosystem ChinaTelecom ChinaUnicom Singtel SKTelesys telecommunications telcopictwittercomoV7AxoS6So,0.1,1
9803,Hi Are you facing network issues specifically with 3G connectivity Any issues encountered while youre on 4G,-0.3,0
9804,Hi Able to share with us if youre facing issues with your Singtel Fibre Broadband connectivity as well Also could I clarify what was advised by our hotline agents,0.9,1
9805,Hi Based on what youve mentioned it could be due to your distance from the modem Are you able to detect 24Ghz when youre at your room,0.1,1
9806,paan bgtau gak kau kat singtel team apa okay tak sana,0,1
9807,@singtel please fix the signal around jurong wtf @christinalorhhh  wifi at 3rd floor stronger than my 3g ,-0.7,0
9808,Hi Jatin do NOT send direct message Write publicly what a bunch of incompetent lazy people AirtelIndia is @Singtel @SingtelPR where have you invested @VittalGopal @sunilbmittal see what an inefficient company you run @Kantar dig deep AirtelIndia is a mess,-0.8,0
9809,Ever wonder why Airtel is not making money See reply from @AirtelPresence below FYI  NA @sunilbmittal @VittalGopal @Singtel @SingtelPR @Kantar Thank you @HathwayBrdband for connecting all 210 apartments here Where have you invested Singtel Poor research Kantar,-0.8,0
9810,List of warnermedia channels in indonesia as July 4 2019CNNinternationalsoutheastasiaowners by Telkom astro Netmediatama  transmedia TMgroup  smartallianceCNNindonesiaowners by Telkom netmediatama Transmedia Firstmedia singtel starhub  astro,0,1
9811,Trending SGX News  Singtel and China Literature ink digital literature deal Singtel users can   ,0.2,1
9812,Kaaayyy im so annoyed with singtel wifi poor connection and idk how many times I had to use 4G,-0.9,0
9813,I lost my singtel prepaid and need to pay 38 for a replacement Pffft,-0.9,0
9814,why does singtel wifi shut down every night at 11pm exactly wtf this is the exact reason why i switched to starhub,-0.8,0
9815,I really thought Singapore would be the one to offer 5G to consumers firstBut nope Philippines gonna do it firstThen again Globe Telecom is partially owned by Singtelhmm hmmm ,-0.6,0
9816,what is wrong with my home wifi got wifi in the living room but not inside my room @Singtel,-0.7,0
9817,Hi there can you DM me your details Wed like to assist you better on this,0.3,1
9818,Singtel China Literature partner on digital literature content platform  ,0.1,1
9819,Singapore Recruitment  U TurnNeed Core trade Electrician Must know CCTV DATA FIBRE OPTIC SINGTEL DB BOX and CONTROL PANEL Salary 800OT 1585pm ,0.1,1
9820,Will check tomorrow different locations and get details of AP Thanks,0.7,1
9821,As in supa bad,-0.5,0
9822,My grab driver has been on the phone with Singtel berating them for a breach of his personal data for the past hour while he has 2 passengers in his car Mate you shouldnt,-0.9,0
9823,Im trying to get my monthly statement but  because I moved to circles life  Singtel closed my Acct so I cant I need my final bills for my company expenses  also Singtel is meant to be crediting me back some money but Ive no idea how much as Im paperless,-0.3,0
9824,China Literature @Singtel Ally to Expand Online Reading in Southeast Asia pictwittercomojCUvT6mzi,0,1
9825,ew @Singtel @ waterway actlly has bad customer service lmaoooo,-0.8,0
9826,China Literature and Singtel Forge Partnership to Promote Online Literature in Southeast Aisa CHINA GIANTS ChinaLiteratureLimited Singtel HKEXLISTEDCOMPANT SGXLISTEDCOMPANT COOPERATIONpictwittercom2BooDkKFlR,0,1
9827,singtel internet cocking up again,0.1,1
9828,tf okto on channel 5 is stupid i gonna sign singtel channels liao since 18,-0.8,0
9829,@Singtel ur service sux 9 cents then can activate back my fibre broadband Lol,-0.9,0
9830,Why fucking play pun again Own network oso dun allow ppl to access Fucking singtel pictwittercomeYQTQQwS6T,-0.8,0
9831,How we lag US Europe on telco stock performance too AGL Vocus exit shows telcos not just utilities Thodey v Penn TPG Singtel ausbiz auspol by @,-0.2,0
9832,Are you on Sim only plan  I have a Singtel sim only plan and an m1 iPhone plan ,-0.3,0
9833,bye bye singtel bitch hello starhub sayang hehe ,0.1,1
9834,Hi Able to reinsert your SIM card into your mobile device and let us know if the issue persists Well be here to help,0.4,1
9835,Thx No wasnt able to get anyone Can u help,-0.3,0
9836,smlj why suddenly got sim card failure on my phone hello @Singtel,-0.8,0
9837,I literally fucked around and got 50GB plan for Singtel huh,-0.8,0
9838,PH 5GASEANs 1stwill b Rolled Out this 2019 Co GlobeSingtel  Huawei Pioneer Site Pasig City Huwowww,-0.1,0
9839,Remember when about 45 years ago SingTel was considering finding a way to charge somehow for texts through WhatsApp after it obviously ate their lunch on SMS,0,1
9840,More Online Avenues for Books in Asia with Tencents China Literature  SingtelMerger ,0,1
9841,Hi Are you facing issues with our mobile network at a specific location or islandwide Do let us know yea well be here to help,0,1
9842,@SingtelSupport Hi Singtel Ive had the WiFi at my house down for the past 24 hours and I would like to ask is there a problem with the wifi at the bedok area It says that there is no internet access with a yellow exclamation mark on the wifi sign,-0.3,0
9843,This makes me feel Singtel BUT IM NOT SINGLE AHHHH,-0.6,0
9844,Wtf is with bloody singtel and their wifi network ,-0.8,0
9845,Singtel Cast  Get Cast where you can watch the best English Asian and Kids entertainment right on your mobile devices Weve packed the latest shows and dramas from US Korea Taiwan Hong Kong and China We even have great shows games and channels j pictwittercom6rmZfRKwxT,0.7,1
9846,China Literature Singtel ink cooperation deal  ,0.1,1
9847,woi aku good mood abeh skrg tgh sot gile cos wifi not working babi peh singtel,0.2,1
9848,People that live in Singapore usually gets 12 ping except for people that uses singtel as there ISP SingTel seems to have us at 45 ping in the morning till afternoon but we get 110 ping from 8PM till 11PM,0.1,1
9849,  555555  Singtel   Starhub  ,0.5,1
9850,@MNCEntCh86 La historia de la telenovela de entretenimiento para siempre ahora available onMNCvision Canal 86MNCplay canal 86 HDMNCnowindihome canal 545UseeTVGOHOOQIFLIXCATCHPLAYMAXSTREAMOONASINGTEL CANAL 617STARHUB CANAL 190skycable canal 201,0.8,1
9851,@Singtel cibai useless reception,-0.9,0
9852,I wanted to buy nct ticket and then i forgot singtel sale is yesterday oni ,-0.6,0
9853,Hi there Im afraid this would not be possible on our end You may wish to check with the ticketing vendor though,-0.1,0
9854,wow ibless singtel reallyI streamed the whole 3 hour muster with my data in pain thinking that Im def gonna burst it aaaaand woa I just checkedit didnt budge at allI HAVE FREE DATA ON SUNDAY,-0.3,0
9855,guess i had my hopes high when i saw that we sold out during singtel presale looking at the tickets now sighhhh NEOCITYINSG,-0.3,0
9856,Mcm bdk bdh tunggu bapak aku kat luar singtel ni,-0.4,0
9857,Day 2 of TGU2019 TOP 8First opponent oil kingpvpesports pvpcommunity pvpambassador@TeamRazer @Singtel @MonsterGaming @secretlabchairs @Twitchpictwittercomiz2ZJmaMU1,0.6,1
9858,No but the wifi signal is especially bad  during night time we installed the wifi mesh but the connection is still not strong,-0.8,0
9859,Singtel and China Literature forge strategic partnership to promote digital literature pictwittercom7J291d80zX,0.3,1
9860,Iya kami baru bisa membangun 73000 telepon masuk desa seluruh kecamatan masuk internet PNBP per tahun mencapai rp 15 trilyun mengambil alih orbit satelit yg dijual ke Singtel dan Qtel speed inet naik 8 kali 1 juta situs porno diblokir total transaksi IT rp 500 trilyunthn,-0.1,0
9861,Aw thank you happy to help Additionally to help identify potential issues with your connection do download the My Singtel App and login to your ONEPass account registered subscriber scroll down to select your Fibre service to perform a Connectivity Test Keep us updated ,0.3,1
9862,China Literature and Singtel Forge Strategic Partnership to Promote Online Literature in Southeast   literature to the development of IP derivatives the online literature industry continues to create highquality cultural products around the ,0.4,1
9863,I really appreciate your efforts and help Let me do the needful and get back if any help is required,0.8,1
9864,This should help to refresh  resynchronize the connection properlyIf the issue still persists do let us know here and wed be happy to assist you further 33,-0.4,0
9865,please try a proper sequential reboot of your devices  turn off the modem and Optical Network Terminal ONT with a 3min interval between each device Then turn them back on in the reverse order with the same time interval between each device 23,-0.8,0
9866,Noted on that Could you try to disconnect from all devices and Forget Network as well so that you will have to reconnect all with password Then if the issue still persists do follow these steps 13,-0.8,0
9867,WTS NCT 127 SINGAPOREPen C x37xxPrice is negotiable 292DM meNCT127NEOCITYinSGNCT1271stWorldTour,0.3,1
9868,Im able to use the internet if my phone or laptop is connected Problems The option for both 24 and 5 G shows but doesnt connect Or the option doesnt pop up at all Thirdly sometime asks for password and connect and rarely also prompts password is wrong is unable to join,-0.8,0
9869,Able to share if this occurs when you are near or far from the modem If it happens while near modem understand that it only connects to 24G bandwidth are you able to select the 5G bandwidth or is the option not shown If its not previously was it shown,-0.2,0
9870,Great to hear that its working fine now Nevertheless if you ever notice similar issues again do reach out to us Were here to help,0.8,1
9871,We have a fiber net connection,-0.3,0
9872,Yes the cables are all fine and securely plugged in,0.8,1
9873,Right now 2G is working fine but sometimes the connection goes off All the devices have the same problem new iPhone XR  XS  google pixel and a couple of older Samsung models have all got the same issue Even the iPhones arent showing 5G at all,-0.3,0
9874,helping to buy nct 127 neo city in singapore the origin concertdm me for info managed to secure 2 sets of x2 standing pen A and 2 sets of x2 standing pen B tickets during singtel presale ytd ctb me for proof if needednct nct127 nctinsg,0.6,1
9875,Hey there saw your tweet If your line is nominated to be part of Singtel Circle you get to enjoy things like free Sunday data for example May I ask to clarify if it is nominated You may refer to this link for more details on Singtel Circle ,0.4,1
9876,No worries are you able to share if this is on a wiredwireless connection and if only a specific device is affected or are several devices affected Are all the cables securely plugged in,0.4,1
9877,Hi Thank you for reaching out to usIm requesting on behalf of my parents From what they say I understand they havent taken any kind of prior assistance,0.1,1
9878,Good morning saw your tweet We are concerned to learn that you are experiencing connectivity issues  Able to share if it still persists And if so are you referring to home broadband or public Singtel WiFi,0.3,1
9879,Hey there good morning May I ask if you have previously reached out to us such as via our hotline for example for assistance on your home WiFi,0.7,1
9880,Victoria 100Days   @ Singtel Comcentre ,0,1
9881,0772 China Literature and Singtel Forge Strategic Partnership to Promote Online Literature in Southeast Asia ,0,1
9882,OFICIAL 220619  Atualizao do Twitter da One Production SG NCTzen DAEBAKA prvenda da Singtel para o NEOCITYINSG est ESGOTADAAs vendas gerais comeam amanh s 12pm pictwittercomBg5sCSGuoa,0,1
9883,ok guys i did it ORDERED MY NEW PHONE FOR JUST 38  sick promo by singtel which ends today,-0.3,0
9884,All the best for those getting neo city sg tickets later My guess is that the number of tickets for both Singtel presales and general sales have been allocated evenly and probably hidden away in the system which we wont see when buying either days to ensure fairness I hope,0.6,1
9885, Singtel and China Literature forge strategic partnership to promote digital literature,0.3,1
9886,WTF IS SINGTEL DOING MY WIFI IS FUCKING SLOW,-0.9,0
9887,singtel fix your shittt,-0.6,0
9888,@SingtelSupport @Singtel Persistent WiFi issues since 10th June in Chai Chee street Bedok BayshoreSeeking help big time,-0.7,0
9889,@kkpunasional @LPKKI @aduanBRTI @SingtelZack @YLKI @YLKIID @SuaraKonsumen @hakbersuara @KonsumenCerdik @detikcomSingtel LiterasiBuruk LawanLayananBuruk Telkomsel 22pictwittercomgbMfFGVjjD,0,1
9890,Is it @Singtel way Not given the correct information to their customer as what @Telkomsel did Leaflet never mentioned about entertainment quota but the actual 10GB as entertainment quota  Its truly hunky panky cc @kemenBUMN @LAPOR1708 @kemkominfo @rudiantaraid 12,-0.8,0
9891,IM SO FKING PISSED WITH SINGTEL WTHELLL  EH I PAY TO USE THE WIFI AND U GIVING ME SHETTY WIFI BTCH WTF,-0.9,0
9892,NoicepictwittercomnjjkmBiziW,0,1
9893,33 Minutes to go until Facebook Page Manager is installed and I am using Singtel WiFi I got another 10 app updates right after this,-0.3,0
9894,Singtel better pay for my data ffs,-0.8,0
9895,Singtel damn shit bro,-0.7,0
9896,No this is sent thru phishing emails,-0.9,0
9897,Not forgetting how theres currently up to 6000 for pen c for singtel priority alone I get that you most likely has some tix left to for general sales but still It cant be until that much to that extend,0,1
9898,from what i know is that the queue will be in random for singtel presale ,0,1
9899,Ok thanks That helps,0.6,1
9900,Made out in Top 8 winner bracket TGU2019Final battle for tmlpvpesports pvpcommunity pvpambassador@TeamRazer @Singtel @MonsterGaming @secretlabchairs @TwitchpictwittercomuaGaJliw72,0.8,1
9901,@Singtel and China Literature have forged a strategic partnership to collaborate in digital literature services and content platform businesses paving the way for our customers to access and subscribe to the latters content on our digital apps in future p,0.3,1
9902,China Literature and Singtel Forge Strategic Partnership to Promote Online Literature in Southeast ,0,1
9903,Got during the singtel presale tdy ,0.2,1
9904,Hey guys I bought 3 extra tickets from the singtel presale for standing pen C right in front of stage please dm me if you want them ,0.1,1
9905,kalo yang singtel presale udahh dari tadi pagi jam 9 skrg udah soldout besok ada kokk yang general sales mulainya jam 11 WIB hehe dm aku ajaa kalo mau tanyaa2,0.1,1
9906,anyone knows what time the queue in sporthub website started last night for singtel presale i wait until 2am last night but it still havent start yet  NEOCITYINSG,-0.2,0
9907,Canada and USA,0,1
9908,Hello How can I cancel my ticket,0,1
9909,Im roaming Yes I complained earlier that my friend in Berlin wasnt receiving my SMSes Works sometimes,0.4,1
9910,NEOCITYinSG Did you get your tickets during the Singtel presales General sales open tomorrow at NOON so fret not More info Brought to you by @OneProductionSGNCT127inSGpictwittercomOm2ID2h7Df,-0.4,0
9911,Down ang singtel and siempre naka depende ang palabas namin sa Internet because of course NETFLIX so ngaun wala kami mapanood Thankfully we can tether sa mobile so now ubusan ng data na to Will wait pano mag compensate si telco sa users after this,-0.7,0
9912,@SingtelSupport I tried to call singtel Helpdesk but it mentioned it is facing high surge of call Would anyone able to assist on my home broadbandPostal code 510274,-0.4,0
9913,China Literature and Singtel Forge Strategic Partnership to Promote Online Literature in Southeast Asia  Yahoo Finance ,0,1
9914,China Literature and Singtel Forge Strategic Partnership to Promote Online Literature in Southeast Asia ,0,1
9915,RT GSMA Mobile operators such as Maxis Singtel and StarHub are delivering IoT services beyond connectivity including AI Blockchain BigData and EdgeComputing Read more pictwittercom3agAo1m0bb,-0.3,0
9916,Mobile operators such as @Maxis @Singtel and @StarHub are delivering IoT services beyond connectivity including AI Blockchain BigData and EdgeComputing Read more pictwittercom2aKrePsspg,-0.3,0
9917,Mobile operators such as @Maxis @Singtel and @StarHub are delivering IoT services beyond connectivity including AI Blockchain BigData and EdgeComputing Read more pictwittercomcpNCZ5j23Q,-0.3,0
9918, RT OneProductionSG NCTzen DAEBAKSingtel presale for NEOCITYINSG is SOLDOUT General Sales commence tomorrow 12pm  Tickets are still available Please Do not purchase tickets from unknown  unauthorized thirpictwittercommOPt0vuefJ,-0.6,0
9919,China Literature and Singtel Forge Strategic Partnership to Promote  ,0.2,1
9920,Singapore Telecommunications  Singtel and China Literature forge strategic partnership to SingaporeTelecommunications Stock MarketScreener pictwittercom5vxKhMXfFT,0.2,1
9921,China Literature and Singtel Forge Strategic Partnership to Promote Online Literature in SoutheastAsia ,0.1,1
9922,China Literature and Singtel Forge Strategic Partnership to Promote Online Literature in Southeast Asia  realestate CRE,0,1
9923,omg singtel priority tickets are sold out NEOCITYinSGpictwittercomYfPW6NPqnr,0,1
9924,China Literature and Singtel Forge Strategic Partnership to Promote Online Literature in SoutheastAsia pictwittercomZjsiQUKEDE,0.1,1
9925,Kick butt and have fun,0.9,1
9926,Sister get the singtel one wohoooo NEOCITYINSG,0.1,1
9927,Made it out inTOP 16 winners Commentary time for awhile with my favourite @sgfighter TGU2019pvpesports pvpcommunity pvpambassador@TeamRazer @Singtel @MonsterGaming @secretlabchairs @TwitchpictwittercomYACnFEiAuu,0.6,1
9928,oh singtel presale for nct127insg sold out when i went in at 12pm there was no queue and still lots of seats eh,0,1
9929, RT OneProductionSG NCTzen DAEBAKSingtel presale for NEOCITYINSG is SOLDOUT General Sales commence tomorrow 12pm  Tickets are still available Please Do not purchase tickets from unknown  unauthorized thpictwittercomcso74CxKqa,-0.6,0
9930, RT OneProductionSG NCTzen Gotten your promo code from Singtel to grab your  to catch NCT127inSG Singtel Priority Sales for NEOCITYINSG commence 10am sharp across all Sports Hub Tix ticketing channels Good luckpictwittercomuqMcxJ8TrX,0.8,1
9931,try Singtel or Circle,0,1
9932,Singtel kept at buy by Phillip as regional associates see recovery ,0.2,1
9933,Thaiger Uppercut Day 1  My pool starting soon pvpesports pvpambassador pvpcommunity@TeamRazer @Singtel @MonsterGaming @secretlabchairs @TwitchpictwittercomHlvdLp5sll,0.2,1
9934,New Blog Post  Phenomenal June Rally I Sold and Still Selling SingTel and more  ,0.9,1
9935,NCTzen DAEBAKSingtel presale for NEOCITYINSG is SOLDOUT General Sales commence tomorrow 12pm  Tickets are still available Please Do not purchase tickets from unknown  unauthorized third party resellers to avoid being scam pictwittercomVfjybzR1ZL,-0.7,0
9936,sekarang concert ticket yang aku perasan singtel priority sales on sat then general sales on sunday,0.4,1
9937,BRING IN NCT MERCH PLEASEEEEEEEEE,0,1
9938,SingtelSATSST EngineeringSIA Engineering4,0,1
9939,Bukas pa general sales  pre selling lang kanina for singtel users,-0.1,0
9940,OMG NOOO im not singtel my friend gave me the promo code but i woke up late so nah im just buying general,-0.8,0
9941,Phenomenal June Rally I Sold and Still Selling SingTel and more June so far has been phenomenal STI is up 65 as of yesterday in just 14 working days Almost every companies in my portfolio is in the Green The Banks Properties Reits  and best of ,0.9,1
9942,Thank you Adam for giving me ur Singtel mobile number thats very helpful ,0.9,1
9943,Oh no sad to hear that you didnt enjoy it  Well be sure to highlight this to our relevant content teams Thank you for taking the time to share your feedback Hope you have a great day ahead,0.6,1
9944,Kamu beli pake singtel de KQDHLSJDOS CONGRAAAATSSS ,0.2,1
9945,Thank you for sharing do refer to the picture attached for more details on how this may have happened Nevertheless wed also like to see how we can help Ive given you a follow do DM me the registered subscribers full name account number and affected mobile numberpictwittercomd7rDppVxX3,0.1,1
9946,and i get these 3 text within 4 mins This is insane,-0.2,0
9947,Its enable but not usedpictwittercomLzx25lJrY8,-0.4,0
9948,How to get better signal 4g singtel,-0.6,0
